"","Code","Deck_Type","Deck_Name","Name","Card_Type","Form","Attribute","Type","Color","Card_Level","DP","Play_Cost","Cost_Digievolution1","Level_Digievolution1","Cost_Digievolution2","Level_Digievolution2","Effect","Digivolve_Effect","Security_Effect"
"117","ST8-02","Start Deck","Ulforceveedramon","Gabumon","Digimon","Rookie","Data","Reptile","Blue","3",2000,3,0,"2",NA,NA,"-","[All Turns] While you have 8 or more cards in your hand, this Digimon gets +1000 DP.","-"
"118","ST8-03","Start Deck","Ulforceveedramon","Dracomon","Digimon","Rookie","Data","Dragon","Blue","4",2000,3,0,"2",NA,NA,"[On Play] Reveal the top 3 cards of your deck. Add 1 Digimon card with [Dramon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.","-","-"
"119","ST8-04","Start Deck","Ulforceveedramon","Veemon","Digimon","Rookie","Free","Mini Dragon","Blue","4",2000,3,0,"2",NA,NA,"[Your Turn] If your opponent has a level 6 or higher Digimon in play, this Digimon can digivolve into an [UlforceVeedramon] in your hand for a memory cost of 4, ignoring its digivolution requirements.","[When Attacking] If you have 7 or fewer cards in your hand, trigger <Draw 1>. (Draw 1 card from your deck.)","-"
"120","ST8-05","Start Deck","Ulforceveedramon","Veedramon","Digimon","Champion","Vaccine","Mythical Dragon","Blue","4",5000,4,2,"3",NA,NA,"-","[When Attacking] If you have 8 or more cards in your hand, return 1 of your opponent's level 3 Digimon to its owner's hand. Trash all of the digivolution cards of that Digimon.","-"
"121","ST8-06","Start Deck","Ulforceveedramon","Coredramon","Digimon","Champion","Vaccine","Dragon","Blue","5",5000,6,2,"3",NA,NA,"[Security] At the end of the battle, play this card without paying its memory cost.[On Play] Trigger <Draw 2>. (Draw 2 cards from your deck.)","-","-"
"122","ST8-07","Start Deck","Ulforceveedramon","Wingdramon","Digimon","Ultimate","Vaccine","Sky Dragon","Blue","5",7000,7,3,"4",NA,NA,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)","-","-"
"123","ST8-08","Start Deck","Ulforceveedramon","AeroVeedramon","Digimon","Ultimate","Vaccine","Holy Dragon","Blue","5",7000,7,3,"4",NA,NA," <Jamming> (This Digimon can't be deleted in battles against Security Digimon.)","[Your Turn] While you have 8 or more cards in your hand, this Digimon gains <Security Attack +1>. (This Digimon checks 1 additional security card.)","-"
"124","ST8-09","Start Deck","Ulforceveedramon","Slayerdramon","Digimon","Mega","Vaccine","Dragonkin","Blue","6",11000,11,3,"5",NA,NA,"[When Digivolving] This Digimon gains <Security Attack +1> for the turn. (This Digimon checks 1 additional security card.)[Your Turn] This Digimon is unblockable.","-","-"
"125","ST8-10","Start Deck","Ulforceveedramon","UlforceVeedramon","Digimon","Mega","Vaccine","Holy Warrior/Royal Knight","Blue","6",12000,12,4,"5",NA,NA,"[When Digivolving] Return 1 of your opponent's level 4 or lower Digimon to its owner's hand. Trash all of the digivolution cards of that Digimon.[When Attacking][Once Per Turn] If you have 8 or more cards in your hand, unsuspend this Digimon.","-","-"
"126","ST2-13","Start Deck","Ulforceveedramon","Vulcan's Hammer","Option","-","-","-","Blue",NA,NA,NA,NA,NA,NA,NA,"[Main] Gain 1 memory.","-","[Security] Gain 2 memory."
"127","ST8-11","Start Deck","Ulforceveedramon","Victory Sword","Option","-","-","-","Blue",NA,NA,3,NA,NA,NA,NA,"[Main] Unsuspend 1 of your blue Digimon.","-","[Security] Add this card to its owner's hand."
"128","ST8-12","Start Deck","Ulforceveedramon","V-Wing Blade","Option","-","-","-","Blue",NA,NA,6,NA,NA,NA,NA,"[Main] Return 1 of your opponent's level 6 or lower Digimon to its owner's hand. Trash all of the digivolution cards of that Digimon.","-","[Security] Activate this card's [Main] effect."
"129","BT1-001","Booster","New Evolution","Yokomon","Digi-Egg","In-Training","-","Bulb","Red","2",NA,NA,NA,NA,NA,NA,"-","[When Attacking] When you attack an opponent's Digimon, this Digimon gets +1000 DP for the turn.","-"
"130","BT1-002","Booster","New Evolution","Babydmon","Digi-Egg","In-Training","-","Baby Dragon","Red","2",NA,NA,NA,NA,NA,NA,"-","[Your Turn] When this Digimon has <Piercing>, it gets +2000 DP.","-"
"131","BT1-003","Booster","New Evolution","Upamon","Digi-Egg","In-Training","-","Amphibian","Blue","2",NA,NA,NA,NA,NA,NA,"-","[When Attacking][Once Per Turn] If your opponent has a Digimon with no digivolution cards in play, trigger <Draw 1> (Draw 1 card from your deck).","-"
"132","BT1-004","Booster","New Evolution","Wanyamon","Digi-Egg","In-Training","-","Lesser","Blue","2",NA,NA,NA,NA,NA,NA,"-","[Your Turn] While your opponent has 2 or more Digimon with no digivolution cards in play, this Digimon gets +2000 DP.","-"
"133","BT1-005","Booster","New Evolution","Kyaromon","Digi-Egg","In-Training","-","Lesser","Yellow","2",NA,NA,NA,NA,NA,NA,"-","[Your Turn] When you have 6 or more security cards, this Digimon gets +2000 DP.","-"
"134","BT1-006","Booster","New Evolution","Kyupimon","Digi-Egg","In-Training","-","Mini Angel","Yellow","2",NA,NA,NA,NA,NA,NA,"-","[When Attacking] If you have 5 or more security cards, trigger <Draw 1> (Draw 1 card from your deck).","-"
"135","BT1-007","Booster","New Evolution","Tanemon","Digi-Egg","In-Training","-","Bulb","Green","2",NA,NA,NA,NA,NA,NA,"-","[When Attacking] If you've digivolved this turn, this Digimon gets +1000 DP for the turn.","-"
"136","BT1-008","Booster","New Evolution","Frimon","Digi-Egg","In-Training","-","Lesser","Green","2",NA,NA,NA,NA,NA,NA,"-","[Your Turn] While your opponent has 2 or more suspended Digimon in play, this Digimon gets +2000 DP.","-"
"137","BT1-009","Booster","New Evolution","Monodramon","Digimon","Rookie","Vaccine","Mini Dragon","Red","3",3000,2,0,"2",NA,NA,"-","-","-"
"138","BT1-010","Booster","New Evolution","Agumon","Digimon","Rookie","Vaccine","Reptile","Red","3",2000,3,0,"2",NA,NA,"[On Play] Reveal 5 cards from the top of your deck. Add 1 Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order.","-","-"
"140","BT1-011","Booster","New Evolution","Agumon Expert","Digimon","Rookie","Vaccine","Dinosaur","Red","3",1000,3,0,"2",NA,NA,"[On Play] Return 1 Digimon card with [Agumon] in its name from your recycle bin to your hand.","-","-"
"141","BT1-012","Booster","New Evolution","Biyomon","Digimon","Rookie","Vaccine","Bird","Red","3",2000,3,0,"2",NA,NA,"-","[Your Turn] When this Digimon is blocked, it gets +2000 DP.","-"
"142","BT1-013","Booster","New Evolution","Muchomon","Digimon","Rookie","Data","Avian","Red","4",5000,3,1,"2",NA,NA,"-","-","-"
"143","BT1-014","Booster","New Evolution","Kokatorimon","Digimon","Champion","Data","Giant Bird","Red","4",4000,3,2,"3",NA,NA,"-","-","-"
"144","BT1-015","Booster","New Evolution","Greymon","Digimon","Champion","Vaccine","Dinosaur","Red","4",4000,4,2,"3",NA,NA,"-","[Your Turn] This Digimon gets +2000 DP.","-"
"145","BT1-016","Booster","New Evolution","Tyrannomon","Digimon","Champion","Data","Dinosaur","Red","4",4000,4,2,"3",NA,NA,"<Jamming> (This Digimon can't be deleted in battles against Security Digimon.)","-","-"
"146","BT1-017","Booster","New Evolution","Birdramon","Digimon","Champion","Vaccine","Giant Bird","Red","4",4000,4,2,"3",NA,NA,"[On Play] One of your Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card) for the turn.","-","-"
"147","BT1-018","Booster","New Evolution","Flarerizamon","Digimon","Champion","Data","Fire Dragon","Red","4",4000,5,2,"3",NA,NA,"[Your Turn] If you have 3 or more memory, this Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card.)","-","-"
"148","BT1-019","Booster","New Evolution","DarkTyrannomon","Digimon","Champion","Virus","Dinosaur","Red","5",6000,6,1,"3",NA,NA,"-","-","-"
"149","BT1-020","Booster","New Evolution","Groundramon","Digimon","Ultimate","Virus","Earth Dragon","Red","5",6000,5,2,"4",NA,NA,"-","-","-"
"150","BT1-021","Booster","New Evolution","MetalGreymon","Digimon","Ultimate","Vaccine","Cyborg","Red","5",7000,6,3,"4",NA,NA,"[When Attacking] Gain 3 memory. At end of turn, lose 3 memory.","-","-"
"151","BT1-022","Booster","New Evolution","Garudamon","Digimon","Ultimate","Vaccine","Birdkin","Red","5",7000,7,3,"4",NA,NA,"<Piercing> (When this Digimon attacks and deletes an opponent's Digimon and survives, check a security card.)","[Your Turn] When this Digimon is blocked, trigger <Draw 1> (Draw 1 card from your deck.)","-"
"152","BT1-023","Booster","New Evolution","SkullGreymon","Digimon","Ultimate","Virus","Undead","Red","5",7000,7,3,"4",NA,NA,"[On Play] Delete 1 of your opponent's Digimon with <Blocker>.","-","-"
"153","BT1-024","Booster","New Evolution","MetalTyrannomon","Digimon","Ultimate","Virus","Cyborg","Red","6",10000,7,3,"4",NA,NA,"-","-","-"
"154","BT1-025","Booster","New Evolution","WarGreymon","Digimon","Mega","Vaccine","Dragonkin","Red","6",11000,12,3,"5",NA,NA,"[When Digivolving] This Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card) for the turn. [Your Turn] This card doesn't activate [Security] skills on Option Cards it checks.","-","-"
"155","BT1-025","Booster","New Evolution","WarGreymon","Digimon","Mega","Vaccine","Dragonkin","Red","3",11000,12,3,"5",NA,NA,"[When Digivolving] This Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card) for the turn. [Your Turn] This card doesn't activate [Security] skills on Option Cards it checks.","-","-"
"156","BT1-026","Booster","New Evolution","Brakedramon","Digimon","Mega","Virus","Machine Dragon","Red","3",11000,12,3,"5",NA,NA,"<Piercing> (When this Digimon attacks and deletes an opponent's Digimon and survives, check a security card.)","-","-"
"157","BT1-027","Booster","New Evolution","Armadillomon","Digimon","Rookie","Free","Mammal","Blue","3",4000,2,1,"2",NA,NA,"-","-","-"
"158","BT1-028","Booster","New Evolution","Elecmon","Digimon","Rookie","Data","Mammal","Blue","3",3000,2,0,"2",NA,NA,"-","-","-"
"159","BT1-029","Booster","New Evolution","Gabumon","Digimon","Rookie","Data","Reptile","Blue","3",1000,3,0,"2",NA,NA,"[On Play] Trigger <Draw 1> (Draw 1 card from your deck).","-","-"
"160","BT1-029","Booster","New Evolution","Gabumon","Digimon","Rookie","Data","Reptile","Blue","4",1000,3,0,"2",NA,NA,"[On Play] Trigger <Draw 1> (Draw 1 card from your deck).","-","-"
"161","BT1-030","Booster","New Evolution","Gomamon","Digimon","Rookie","Vaccine","Sea Beast","Blue","4",3000,3,0,"2",NA,NA,"-","[On Deletion] Gain 1 memory.","-"
"162","BT1-031","Booster","New Evolution","Monmon","Digimon","Rookie","Vaccine","Beast","Blue","4",1000,4,1,"2",NA,NA,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)","-","-"
"163","BT1-032","Booster","New Evolution","Frigimon","Digimon","Champion","Vaccine","Ice-Snow","Blue","4",4000,4,2,"3",NA,NA,"<Jamming> (This Digimon can't be deleted in battles against Security Digimon.)","-","-"
"164","BT1-033","Booster","New Evolution","Orcamon","Digimon","Champion","Vaccine","Sea Animal","Blue","4",4000,4,2,"3",NA,NA,"-","[Your Turn] While your opponent has a Digimon with no digivolution cards in play, this Digimon gets +1000 DP.","-"
"165","BT1-034","Booster","New Evolution","Ikkakumon","Digimon","Champion","Vaccine","Sea Beast","Blue","4",5000,5,2,"3",NA,NA,"-","[Your Turn] This Digimon can't be blocked by your opponent's Digimon with no digivolution cards.","-"
"166","BT1-035","Booster","New Evolution","Leomon","Digimon","Champion","Vaccine","Beastkin","Blue","5",5000,5,2,"3",NA,NA,"[On Deletion] Gain 2 memory.","-","-"
"167","BT1-036","Booster","New Evolution","Garurumon","Digimon","Champion","Vaccine","Beast","Blue","5",5000,6,2,"3",NA,NA,"[On Play] Unsuspend 1 of your Digimon.","-","-"
"168","BT1-037","Booster","New Evolution","Gorillamon","Digimon","Champion","Data","Beastkin","Blue","5",6000,6,1,"3",NA,NA,"-","-","-"
"169","BT1-038","Booster","New Evolution","Monzaemon","Digimon","Ultimate","Vaccine","Puppet","Blue","5",6000,5,2,"4",NA,NA,"-","-","-"
"170","BT1-039","Booster","New Evolution","Cerberusmon","Digimon","Ultimate","Vaccine","Dark Animal","Blue","5",6000,6,3,"4",NA,NA,"[When Attacking][Twice Per Turn] You can unsuspend this Digimon by trashing 3 cards in your hand.","-","-"
"171","BT1-040","Booster","New Evolution","WereGarurumon","Digimon","Ultimate","Vaccine","Beastkin","Blue","6",7000,6,3,"4",NA,NA,"[When Attacking] Gain 3 memory. At end of turn, lose 3 memory.","-","-"
"172","BT1-041","Booster","New Evolution","Zudomon","Digimon","Ultimate","Vaccine","Sea Beast","Blue","6",6000,7,3,"4",NA,NA,"[On Play]Trigger <Draw 2> (Draw 2 cards from your deck).","[When Attacking] If your opponent has a Digimon with no digivolution cards in play, gain 1 memory.","-"
"173","BT1-042","Booster","New Evolution","LoaderLiomon","Digimon","Ultimate","Vaccine","Machine","Blue","3",10000,7,3,"4",NA,NA,"-","-","-"
"174","BT1-043","Booster","New Evolution","SaberLeomon","Digimon","Mega","Data","Ancient Animal","Blue","3",10000,11,3,"5",NA,NA,"[When Digivolving] Trash 4 digivolution cards under 1 of your opponent's Digimon.","-","-"
"175","BT1-044","Booster","New Evolution","MetalGarurumon","Digimon","Mega","Data","Cyborg","Blue","3",11000,12,3,"5",NA,NA,"[When Attacking] Play 1 level 4 or lower digivolution card under this card as another Digimon, without paying its memory cost.","-","-"
"177","BT1-045","Booster","New Evolution","Tsukaimon","Digimon","Rookie","Virus","Mammal","Yellow","3",3000,2,0,"2",NA,NA,"-","-","-"
"178","BT1-046","Booster","New Evolution","Kudamon","Digimon","Rookie","Vaccine","Holy Beast","Yellow","3",1000,3,0,"2",NA,NA,"[When Attacking] If you have 4 or less cards in your hand, trigger <Draw 1> (Draw 1 card from your deck).","-","-"
"179","BT1-047","Booster","New Evolution","Tinkermon","Digimon","Rookie","Virus","Fairy","Yellow","4",3000,3,0,"2",NA,NA,"-","-","-"
"180","BT1-048","Booster","New Evolution","Patamon","Digimon","Rookie","Data","Mammal","Yellow","4",2000,3,0,"2",NA,NA,"[On Play] Reveal 4 cards from the top of your deck. Add all yellow Tamer cards among them to your hand. Place the remaining cards at the bottom of your deck in any order.","-","-"
"181","BT1-049","Booster","New Evolution","Labramon","Digimon","Rookie","Vaccine","Beast","Yellow","4",1000,3,0,"2",NA,NA,"-","[Your Turn] When an opponent's Digimon is deleted by dropping to 0 DP, trigger <Draw 1> (Draw 1 card from your deck).","-"
"182","BT1-050","Booster","New Evolution","Liollmon","Digimon","Rookie","Vaccine","Holy Beast","Yellow","4",4000,3,0,"2",NA,NA,"-","-","-"
"183","BT1-051","Booster","New Evolution","Reppamon","Digimon","Champion","Vaccine","Holy Beast","Yellow","4",4000,3,2,"3",NA,NA,"-","-","-"
"184","BT1-052","Booster","New Evolution","Seasarmon","Digimon","Champion","Vaccine","Holy Beast","Yellow","4",4000,4,2,"3",NA,NA,"<Jamming> (This Digimon can't be deleted in battles against Security Digimon.)","-","-"
"185","BT1-053","Booster","New Evolution","Darcmon","Digimon","Champion","Vaccine","Angel","Yellow","5",4000,4,2,"3",NA,NA,"[Your Turn] When you play a level 3 yellow Digimon, if this Digimon is suspended, trigger <Draw 1> (Draw 1 card from your deck).","-","-"
"186","BT1-054","Booster","New Evolution","Liamon","Digimon","Champion","Vaccine","Holy Beast","Yellow","5",4000,4,3,"3",NA,NA,"[When Attacking] If you have 3 or more memory, 1 of your opponent's Digimon gets -2000 DP for the turn.","-","-"
"187","BT1-055","Booster","New Evolution","Angemon","Digimon","Champion","Vaccine","Angel","Yellow","5",3000,5,2,"3",NA,NA,"[On Play] 1 of your opponent's Digimon gets -3000 DP for the turn.","-","-"
"188","BT1-056","Booster","New Evolution","Petermon","Digimon","Champion","Data","Fairy","Yellow","5",5000,5,2,"3",NA,NA,"[On Play] Play 1 [Tinkermon] from your hand or recycle bin without paying its memory cost.","-","-"
"189","BT1-057","Booster","New Evolution","Sirenmon","Digimon","Ultimate","Data","Shaman","Yellow","5",6000,5,2,"4",NA,NA,"-","-","-"
"190","BT1-058","Booster","New Evolution","Chirinmon","Digimon","Ultimate","Vaccine","Holy Beast","Yellow","6",7000,6,3,"4",NA,NA,"[When Attacking] Gain 3 memory. At end of turn, lose 3 memory.","-","-"
"191","BT1-059","Booster","New Evolution","Piximon","Digimon","Ultimate","Data","Fairy","Yellow","6",9000,6,3,"4",NA,NA,"-","-","-"
"192","BT1-060","Booster","New Evolution","MagnaAngemon","Digimon","Ultimate","Vaccine","Archangel","Yellow","3",6000,7,3,"4",NA,NA,"[On Play] Trigger <Recovery +1 «Deck»> (Take the top card of your deck and place it on top of your security stack).","[Your Turn] This Digimon gets +1000 DP for every 3 security cards you have.","-"
"194","BT1-061","Booster","New Evolution","Mistymon","Digimon","Ultimate","Virus","Magic Warrior","Yellow","3",7000,7,3,"4",NA,NA,"[On Play] 2 of your opponent's Digimon get -3000 DP for the turn.","-","-"
"195","BT1-062","Booster","New Evolution","SlashAngemon","Digimon","Mega","Vaccine","Authority","Yellow","3",8000,11,3,"5",NA,NA,"[When Digivolving] 1 of your opponent's Digimon gets -8000 DP for the turn.","-","-"
"196","BT1-063","Booster","New Evolution","Seraphimon","Digimon","Mega","Vaccine","Seraph/Three Great Angels","Yellow","3",10000,12,3,"5",NA,NA,"[When Digivolving] Trigger <Recovery +1 «Deck»> (Take the top card of your deck and place it on top of your security stack).[Your Turn] If you have 3 or more security cards, this Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card).","-","-"
